date,home_team,away_team,home_score,away_score,home_team_victory,draw,tournament_name,city,country,neutral,scoring_team,scoring_player,minute,own_goal,penalty,shootout_required,first_shooter,winner
1933-06-11,Sweden,Estonia,6,2,True,False,FIFA World Cup qualification,Stockholm,Sweden,False,Sweden,Knut Kroon,7.0,False,False,False,,
1933-06-11,Sweden,Estonia,6,2,True,False,FIFA World Cup qualification,Stockholm,Sweden,False,Sweden,Lennart Bunke,10.0,False,False,False,,
1933-06-11,Sweden,Estonia,6,2,True,False,FIFA World Cup qualification,Stockholm,Sweden,False,Sweden,Bertil Ericsson,13.0,False,False,False,,
1933-06-11,Sweden,Estonia,6,2,True,False,FIFA World Cup qualification,Stockholm,Sweden,False,Sweden,Torsten Bunke,43.0,False,False,False,,
1933-06-11,Sweden,Estonia,6,2,True,False,FIFA World Cup qualification,Stockholm,Sweden,False,Estonia,Leonhard Kass,47.0,False,False,False,,
1933-06-11,Sweden,Estonia,6,2,True,False,FIFA World Cup qualification,Stockholm,Sweden,False,Estonia,Richard Kuremaa,61.0,False,False,False,,
1933-06-11,Sweden,Estonia,6,2,True,False,FIFA World Cup qualification,Stockholm,Sweden,False,Sweden,Bertil Ericsson,70.0,False,False,False,,
1933-06-11,Sweden,Estonia,6,2,True,False,FIFA World Cup qualification,Stockholm,Sweden,False,Sweden,Sven Andersson,79.0,False,False,False,,
1933-06-29,Lithuania,Sweden,0,2,False,False,FIFA World Cup qualification,Kaunas,Lithuania,False,Sweden,Knut Hansson,55.0,False,False,False,,
1933-06-29,Lithuania,Sweden,0,2,False,False,FIFA World Cup qualification,Kaunas,Lithuania,False,Sweden,Knut Hansson,65.0,False,False,False,,
1933-09-24,Yugoslavia,Switzerland,2,2,False,True,FIFA World Cup qualification,Belgrade,Yugoslavia,False,Yugoslavia,Vladimir Kragić,50.0,False,False,False,,
1933-09-24,Yugoslavia,Switzerland,2,2,False,True,FIFA World Cup qualification,Belgrade,Yugoslavia,False,Yugoslavia,Blagoje Marjanović,61.0,False,False,False,,
1933-09-24,Yugoslavia,Switzerland,2,2,False,True,FIFA World Cup qualification,Belgrade,Yugoslavia,False,Switzerland,Alessandro Frigerio,76.0,False,False,False,,
1933-09-24,Yugoslavia,Switzerland,2,2,False,True,FIFA World Cup qualification,Belgrade,Yugoslavia,False,Switzerland,Willy Jäggi,80.0,False,False,False,,
1933-10-15,Poland,Czechoslovakia,1,2,False,False,FIFA World Cup qualification,Warsaw,Poland,False,Czechoslovakia,Josef Silný,33.0,False,False,False,,
1933-10-15,Poland,Czechoslovakia,1,2,False,False,FIFA World Cup qualification,Warsaw,Poland,False,Poland,Henryk Martyna,52.0,False,False,False,,
1933-10-15,Poland,Czechoslovakia,1,2,False,False,FIFA World Cup qualification,Warsaw,Poland,False,Czechoslovakia,František Pelcner,77.0,False,False,False,,
1933-10-29,Switzerland,Romania,2,2,False,True,FIFA World Cup qualification,Berne,Switzerland,False,Romania,Grațian Sepi,18.0,False,False,False,,
1933-10-29,Switzerland,Romania,2,2,False,True,FIFA World Cup qualification,Berne,Switzerland,False,Romania,Ștefan Dobay,67.0,False,False,False,,
1933-10-29,Switzerland,Romania,2,2,False,True,FIFA World Cup qualification,Berne,Switzerland,False,Switzerland,Ernst Hufschmid,75.0,False,False,False,,
1933-10-29,Switzerland,Romania,2,2,False,True,FIFA World Cup qualification,Berne,Switzerland,False,Switzerland,Erwin Hochsträsser,80.0,False,True,False,,
1934-01-28,Haiti,Cuba,1,3,False,False,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Cuba,Mario López,20.0,False,True,False,,
1934-01-28,Haiti,Cuba,1,3,False,False,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Cuba,Héctor Socorro,61.0,False,False,False,,
1934-01-28,Haiti,Cuba,1,3,False,False,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Cuba,Ángel Martínez,64.0,False,False,False,,
1934-01-28,Haiti,Cuba,1,3,False,False,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Haiti,Robert St. Fort,85.0,False,True,False,,
1934-02-01,Haiti,Cuba,1,1,False,True,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Haiti,Robert St. Fort,25.0,False,True,False,,
1934-02-01,Haiti,Cuba,1,1,False,True,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Cuba,Mario López,85.0,False,False,False,,
1934-02-04,Haiti,Cuba,0,6,False,False,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Cuba,Héctor Socorro,5.0,False,False,False,,
1934-02-04,Haiti,Cuba,0,6,False,False,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Cuba,Mario López,18.0,False,False,False,,
1934-02-04,Haiti,Cuba,0,6,False,False,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Cuba,Francisco Socorro,37.0,False,False,False,,
1934-02-04,Haiti,Cuba,0,6,False,False,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Cuba,Enrique Ferrer,62.0,False,False,False,,
1934-02-04,Haiti,Cuba,0,6,False,False,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Cuba,Salvador Soto,78.0,False,False,False,,
1934-02-04,Haiti,Cuba,0,6,False,False,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Cuba,Mario López,86.0,False,False,False,,
1934-02-25,Republic of Ireland,Belgium,4,4,False,True,FIFA World Cup qualification,Dublin,Irish Free State,True,Belgium,Jean Capelle,15.0,False,False,False,,
1934-02-25,Republic of Ireland,Belgium,4,4,False,True,FIFA World Cup qualification,Dublin,Irish Free State,True,Republic of Ireland,Paddy Moore,27.0,False,False,False,,
1934-02-25,Republic of Ireland,Belgium,4,4,False,True,FIFA World Cup qualification,Dublin,Irish Free State,True,Belgium,Stan Vanden Eynde,30.0,False,False,False,,
1934-02-25,Republic of Ireland,Belgium,4,4,False,True,FIFA World Cup qualification,Dublin,Irish Free State,True,Belgium,François Vanden Eynde,47.0,False,False,False,,
1934-02-25,Republic of Ireland,Belgium,4,4,False,True,FIFA World Cup qualification,Dublin,Irish Free State,True,Republic of Ireland,Paddy Moore,48.0,False,False,False,,
1934-02-25,Republic of Ireland,Belgium,4,4,False,True,FIFA World Cup qualification,Dublin,Irish Free State,True,Republic of Ireland,Paddy Moore,56.0,False,False,False,,
1934-02-25,Republic of Ireland,Belgium,4,4,False,True,FIFA World Cup qualification,Dublin,Irish Free State,True,Belgium,François Vanden Eynde,60.0,False,False,False,,
1934-02-25,Republic of Ireland,Belgium,4,4,False,True,FIFA World Cup qualification,Dublin,Irish Free State,True,Republic of Ireland,Paddy Moore,75.0,False,False,False,,
1934-03-04,Mexico,Cuba,3,2,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,Dionisio Mejía,12.0,False,False,False,,
1934-03-04,Mexico,Cuba,3,2,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,Dionisio Mejía,14.0,False,False,False,,
1934-03-04,Mexico,Cuba,3,2,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,Dionisio Mejía,16.0,False,False,False,,
1934-03-04,Mexico,Cuba,3,2,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Cuba,Mario López,40.0,False,False,False,,
1934-03-04,Mexico,Cuba,3,2,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Cuba,Mario López,63.0,False,False,False,,
1934-03-11,Luxembourg,Germany,1,9,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Germany,Josef Rasselnberg,2.0,False,False,False,,
1934-03-11,Luxembourg,Germany,1,9,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Germany,Willi Wigold,12.0,False,False,False,,
1934-03-11,Luxembourg,Germany,1,9,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Germany,Ernst Albrecht,24.0,False,False,False,,
1934-03-11,Luxembourg,Germany,1,9,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Luxembourg,Ernest Mengel,27.0,False,False,False,,
1934-03-11,Luxembourg,Germany,1,9,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Germany,Karl Hohmann,30.0,False,False,False,,
1934-03-11,Luxembourg,Germany,1,9,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Germany,Josef Rasselnberg,35.0,False,False,False,,
1934-03-11,Luxembourg,Germany,1,9,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Germany,Karl Hohmann,52.0,False,False,False,,
1934-03-11,Luxembourg,Germany,1,9,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Germany,Karl Hohmann,53.0,False,False,False,,
1934-03-11,Luxembourg,Germany,1,9,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Germany,Josef Rasselnberg,57.0,False,False,False,,
1934-03-11,Luxembourg,Germany,1,9,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Germany,Josef Rasselnberg,89.0,False,False,False,,
1934-03-11,Mexico,Cuba,5,0,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,Jorge Sota,24.0,False,False,False,,
1934-03-11,Mexico,Cuba,5,0,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,Dionisio Mejía,31.0,False,False,False,,
1934-03-11,Mexico,Cuba,5,0,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,Dionisio Mejía,40.0,False,False,False,,
1934-03-11,Mexico,Cuba,5,0,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,Felipe Rosas,72.0,False,False,False,,
1934-03-11,Mexico,Cuba,5,0,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,Dionisio Mejía,79.0,False,False,False,,
1934-03-11,Spain,Portugal,9,0,True,False,FIFA World Cup qualification,Madrid,Spain,False,Spain,Eduardo González Valiño,3.0,False,False,False,,
1934-03-11,Spain,Portugal,9,0,True,False,FIFA World Cup qualification,Madrid,Spain,False,Spain,Isidro Lángara,13.0,False,False,False,,
1934-03-11,Spain,Portugal,9,0,True,False,FIFA World Cup qualification,Madrid,Spain,False,Spain,Isidro Lángara,14.0,False,True,False,,
1934-03-11,Spain,Portugal,9,0,True,False,FIFA World Cup qualification,Madrid,Spain,False,Spain,Isidro Lángara,46.0,False,False,False,,
1934-03-11,Spain,Portugal,9,0,True,False,FIFA World Cup qualification,Madrid,Spain,False,Spain,Luis Regueiro,65.0,False,False,False,,
1934-03-11,Spain,Portugal,9,0,True,False,FIFA World Cup qualification,Madrid,Spain,False,Spain,Martí Ventolrà,68.0,False,False,False,,
1934-03-11,Spain,Portugal,9,0,True,False,FIFA World Cup qualification,Madrid,Spain,False,Spain,Luis Regueiro,70.0,False,False,False,,
1934-03-11,Spain,Portugal,9,0,True,False,FIFA World Cup qualification,Madrid,Spain,False,Spain,Isidro Lángara,71.0,False,False,False,,
1934-03-11,Spain,Portugal,9,0,True,False,FIFA World Cup qualification,Madrid,Spain,False,Spain,Isidro Lángara,85.0,False,False,False,,
1934-03-16,Egypt,Israel,7,1,True,False,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,Mahmoud Mokhtar El-Tetsh,11.0,False,False,False,,
1934-03-16,Egypt,Israel,7,1,True,False,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,Mostafa Taha,21.0,False,False,False,,
1934-03-16,Egypt,Israel,7,1,True,False,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,Mahmoud Mokhtar El-Tetsh,35.0,False,False,False,,
1934-03-16,Egypt,Israel,7,1,True,False,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,Mohamed Latif,43.0,False,False,False,,
1934-03-16,Egypt,Israel,7,1,True,False,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,Mahmoud Mokhtar El-Tetsh,51.0,False,False,False,,
1934-03-16,Egypt,Israel,7,1,True,False,FIFA World Cup qualification,Cairo,Egypt,False,Israel,Avraham Nudelmann,61.0,False,False,False,,
1934-03-16,Egypt,Israel,7,1,True,False,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,Mostafa Taha,79.0,False,False,False,,
1934-03-16,Egypt,Israel,7,1,True,False,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,Mohamed Latif,87.0,False,False,False,,
1934-03-18,Mexico,Cuba,4,1,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Cuba,Mario López,15.0,False,False,False,,
1934-03-18,Mexico,Cuba,4,1,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,Manuel Alonso,32.0,False,False,False,,
1934-03-18,Mexico,Cuba,4,1,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,José Ruvalcaba,41.0,False,False,False,,
1934-03-18,Mexico,Cuba,4,1,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,Fernando Marcos,55.0,False,False,False,,
1934-03-18,Mexico,Cuba,4,1,True,False,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,Manuel Alonso,75.0,False,False,False,,
1934-03-18,Portugal,Spain,1,2,False,False,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal,Vítor Silva,10.0,False,False,False,,
1934-03-18,Portugal,Spain,1,2,False,False,FIFA World Cup qualification,Lisbon,Portugal,False,Spain,Isidro Lángara,12.0,False,False,False,,
1934-03-18,Portugal,Spain,1,2,False,False,FIFA World Cup qualification,Lisbon,Portugal,False,Spain,Isidro Lángara,25.0,False,False,False,,
1934-03-25,Bulgaria,Hungary,1,4,False,False,FIFA World Cup qualification,Sofia,Bulgaria,False,Bulgaria,Dimitar Baikushev,27.0,False,False,False,,
1934-03-25,Bulgaria,Hungary,1,4,False,False,FIFA World Cup qualification,Sofia,Bulgaria,False,Hungary,György Sárosi,29.0,False,False,False,,
1934-03-25,Bulgaria,Hungary,1,4,False,False,FIFA World Cup qualification,Sofia,Bulgaria,False,Hungary,Gábor P. Szabó,61.0,False,True,False,,
1934-03-25,Bulgaria,Hungary,1,4,False,False,FIFA World Cup qualification,Sofia,Bulgaria,False,Hungary,Géza Toldi,88.0,False,False,False,,
1934-03-25,Bulgaria,Hungary,1,4,False,False,FIFA World Cup qualification,Sofia,Bulgaria,False,Hungary,Imre Markos,89.0,False,False,False,,
1934-03-25,Italy,Greece,4,0,True,False,FIFA World Cup qualification,Milan,Italy,False,Italy,Anfilogino Guarisi,40.0,False,False,False,,
1934-03-25,Italy,Greece,4,0,True,False,FIFA World Cup qualification,Milan,Italy,False,Italy,Giuseppe Meazza,44.0,False,False,False,,
1934-03-25,Italy,Greece,4,0,True,False,FIFA World Cup qualification,Milan,Italy,False,Italy,Giovanni Ferrari,69.0,False,False,False,,
1934-03-25,Italy,Greece,4,0,True,False,FIFA World Cup qualification,Milan,Italy,False,Italy,Giuseppe Meazza,71.0,False,False,False,,
1934-04-06,Israel,Egypt,1,4,False,False,FIFA World Cup qualification,Tel Aviv,Mandatory Palestine,False,Egypt,Mohamed Latif,2.0,False,False,False,,
1934-04-06,Israel,Egypt,1,4,False,False,FIFA World Cup qualification,Tel Aviv,Mandatory Palestine,False,Egypt,Mahmoud Mokhtar El-Tetsh,7.0,False,False,False,,
1934-04-06,Israel,Egypt,1,4,False,False,FIFA World Cup qualification,Tel Aviv,Mandatory Palestine,False,Egypt,Mahmoud Mokhtar El-Tetsh,22.0,False,False,False,,
1934-04-06,Israel,Egypt,1,4,False,False,FIFA World Cup qualification,Tel Aviv,Mandatory Palestine,False,Egypt,Abdulrahman Fawzi,35.0,False,False,False,,
1934-04-06,Israel,Egypt,1,4,False,False,FIFA World Cup qualification,Tel Aviv,Mandatory Palestine,False,Israel,Yohanan Sukenik,54.0,False,False,False,,
1934-04-08,Netherlands,Republic of Ireland,5,2,True,False,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,Kick Smit,41.0,False,False,False,,
1934-04-08,Netherlands,Republic of Ireland,5,2,True,False,FIFA World Cup qualification,Amsterdam,Netherlands,False,Republic of Ireland,Johnny Squires,44.0,False,False,False,,
1934-04-08,Netherlands,Republic of Ireland,5,2,True,False,FIFA World Cup qualification,Amsterdam,Netherlands,False,Republic of Ireland,Paddy Moore,57.0,False,False,False,,
1934-04-08,Netherlands,Republic of Ireland,5,2,True,False,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,Bep Bakhuys,67.0,False,False,False,,
1934-04-08,Netherlands,Republic of Ireland,5,2,True,False,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,Bep Bakhuys,78.0,False,False,False,,
1934-04-08,Netherlands,Republic of Ireland,5,2,True,False,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,Leen Vente,83.0,False,False,False,,
1934-04-08,Netherlands,Republic of Ireland,5,2,True,False,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,Kick Smit,85.0,False,False,False,,
1934-04-15,Luxembourg,France,1,6,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,France,Alfred Aston,3.0,False,False,False,,
1934-04-15,Luxembourg,France,1,6,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,France,Jean Nicolas,26.0,False,False,False,,
1934-04-15,Luxembourg,France,1,6,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Luxembourg,Théophile Speicher,47.0,False,False,False,,
1934-04-15,Luxembourg,France,1,6,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,France,Jean Nicolas,67.0,False,False,False,,
1934-04-15,Luxembourg,France,1,6,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,France,Ernest Liberati,80.0,False,False,False,,
1934-04-15,Luxembourg,France,1,6,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,France,Jean Nicolas,85.0,False,False,False,,
1934-04-15,Luxembourg,France,1,6,False,False,FIFA World Cup qualification,Luxembourg,Luxembourg,False,France,Jean Nicolas,89.0,False,True,False,,
1934-04-25,Austria,Bulgaria,6,1,True,False,FIFA World Cup qualification,Vienna,Austria,False,Austria,Johann Horvath,19.0,False,False,False,,
1934-04-25,Austria,Bulgaria,6,1,True,False,FIFA World Cup qualification,Vienna,Austria,False,Austria,Johann Horvath,22.0,False,False,False,,
1934-04-25,Austria,Bulgaria,6,1,True,False,FIFA World Cup qualification,Vienna,Austria,False,Austria,Johann Horvath,33.0,False,False,False,,
1934-04-25,Austria,Bulgaria,6,1,True,False,FIFA World Cup qualification,Vienna,Austria,False,Austria,Karl Zischek,59.0,False,False,False,,
1934-04-25,Austria,Bulgaria,6,1,True,False,FIFA World Cup qualification,Vienna,Austria,False,Austria,Rudolf Viertl,62.0,False,False,False,,
1934-04-25,Austria,Bulgaria,6,1,True,False,FIFA World Cup qualification,Vienna,Austria,False,Bulgaria,Mihail Lozanov,66.0,False,False,False,,
1934-04-25,Austria,Bulgaria,6,1,True,False,FIFA World Cup qualification,Vienna,Austria,False,Austria,Matthias Sindelar,67.0,False,False,False,,
1934-04-29,Hungary,Bulgaria,4,1,True,False,FIFA World Cup qualification,Budapest,Hungary,False,Hungary,Gábor P. Szabó,9.0,False,False,False,,
1934-04-29,Hungary,Bulgaria,4,1,True,False,FIFA World Cup qualification,Budapest,Hungary,False,Hungary,Gábor P. Szabó,58.0,False,False,False,,
1934-04-29,Hungary,Bulgaria,4,1,True,False,FIFA World Cup qualification,Budapest,Hungary,False,Hungary,József Solti,60.0,False,False,False,,
1934-04-29,Hungary,Bulgaria,4,1,True,False,FIFA World Cup qualification,Budapest,Hungary,False,Bulgaria,Vladimir Todorov,61.0,False,False,False,,
1934-04-29,Hungary,Bulgaria,4,1,True,False,FIFA World Cup qualification,Budapest,Hungary,False,Hungary,József Solti,73.0,False,False,False,,
1934-04-29,Belgium,Netherlands,2,4,False,False,FIFA World Cup qualification,Antwerp,Belgium,False,Belgium,Laurent Grimmonprez,51.0,False,False,False,,
1934-04-29,Belgium,Netherlands,2,4,False,False,FIFA World Cup qualification,Antwerp,Belgium,False,Netherlands,Kick Smit,60.0,False,False,False,,
1934-04-29,Belgium,Netherlands,2,4,False,False,FIFA World Cup qualification,Antwerp,Belgium,False,Netherlands,Bep Bakhuys,62.0,False,False,False,,
1934-04-29,Belgium,Netherlands,2,4,False,False,FIFA World Cup qualification,Antwerp,Belgium,False,Netherlands,Leen Vente,64.0,False,False,False,,
1934-04-29,Belgium,Netherlands,2,4,False,False,FIFA World Cup qualification,Antwerp,Belgium,False,Belgium,Bernard Voorhoof,71.0,False,False,False,,
1934-04-29,Belgium,Netherlands,2,4,False,False,FIFA World Cup qualification,Antwerp,Belgium,False,Netherlands,Bep Bakhuys,84.0,False,False,False,,
1934-04-29,Romania,Yugoslavia,2,1,True,False,FIFA World Cup qualification,Bucharest,Romania,False,Romania,Sándor Schwartz,38.0,False,False,False,,
1934-04-29,Romania,Yugoslavia,2,1,True,False,FIFA World Cup qualification,Bucharest,Romania,False,Yugoslavia,Vladimir Kragić,71.0,False,False,False,,
1934-04-29,Romania,Yugoslavia,2,1,True,False,FIFA World Cup qualification,Bucharest,Romania,False,Romania,Ștefan Dobay,74.0,False,False,False,,
1934-05-24,Mexico,United States,2,4,False,False,FIFA World Cup qualification,Rome,Italy,True,Mexico,Manuel Alonso,25.0,False,False,False,,
1934-05-24,Mexico,United States,2,4,False,False,FIFA World Cup qualification,Rome,Italy,True,United States,Aldo Donelli,28.0,False,False,False,,
1934-05-24,Mexico,United States,2,4,False,False,FIFA World Cup qualification,Rome,Italy,True,United States,Aldo Donelli,32.0,False,False,False,,
1934-05-24,Mexico,United States,2,4,False,False,FIFA World Cup qualification,Rome,Italy,True,United States,Aldo Donelli,74.0,False,False,False,,
1934-05-24,Mexico,United States,2,4,False,False,FIFA World Cup qualification,Rome,Italy,True,Mexico,Dionisio Mejía,75.0,False,False,False,,
1934-05-24,Mexico,United States,2,4,False,False,FIFA World Cup qualification,Rome,Italy,True,United States,Aldo Donelli,87.0,False,False,False,,
1937-06-16,Sweden,Finland,4,0,True,False,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Lennart Bunke,60.0,False,False,False,,
1937-06-16,Sweden,Finland,4,0,True,False,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Erik Persson,65.0,False,False,False,,
1937-06-16,Sweden,Finland,4,0,True,False,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Kurt Svanström,68.0,False,False,False,,
1937-06-16,Sweden,Finland,4,0,True,False,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Lennart Bunke,82.0,False,False,False,,
1937-06-20,Sweden,Estonia,7,2,True,False,FIFA World Cup qualification,Solna,Sweden,False,Estonia,Georg Siimenson,2.0,False,False,False,,
1937-06-20,Sweden,Estonia,7,2,True,False,FIFA World Cup qualification,Solna,Sweden,False,Estonia,Heinrich Uukkivi,3.0,False,False,False,,
1937-06-20,Sweden,Estonia,7,2,True,False,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Gustav Josefsson,7.0,False,False,False,,
1937-06-20,Sweden,Estonia,7,2,True,False,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Lennart Bunke,40.0,False,False,False,,
1937-06-20,Sweden,Estonia,7,2,True,False,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Gustav Josefsson,41.0,False,False,False,,
1937-06-20,Sweden,Estonia,7,2,True,False,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Sven Jonasson,49.0,False,True,False,,
1937-06-20,Sweden,Estonia,7,2,True,False,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Gustav Wetterström,73.0,False,False,False,,
1937-06-20,Sweden,Estonia,7,2,True,False,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Gustav Wetterström,77.0,False,False,False,,
1937-06-20,Sweden,Estonia,7,2,True,False,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Gustav Wetterström,84.0,False,False,False,,
1937-06-29,Finland,Germany,0,2,False,False,FIFA World Cup qualification,Helsinki,Finland,False,Germany,Ernst Lehner,26.0,False,False,False,,
1937-06-29,Finland,Germany,0,2,False,False,FIFA World Cup qualification,Helsinki,Finland,False,Germany,Adolf Urban,38.0,False,False,False,,
1937-07-29,Latvia,Lithuania,4,2,True,False,FIFA World Cup qualification,Riga,Latvia,False,Latvia,Fricis Kaņeps,19.0,False,False,False,,
1937-07-29,Latvia,Lithuania,4,2,True,False,FIFA World Cup qualification,Riga,Latvia,False,Latvia,Iļja Vestermans,50.0,False,False,False,,
1937-07-29,Latvia,Lithuania,4,2,True,False,FIFA World Cup qualification,Riga,Latvia,False,Latvia,Fricis Kaņeps,52.0,False,False,False,,
1937-07-29,Latvia,Lithuania,4,2,True,False,FIFA World Cup qualification,Riga,Latvia,False,Lithuania,Juozas Gudelis,79.0,False,False,False,,
1937-07-29,Latvia,Lithuania,4,2,True,False,FIFA World Cup qualification,Riga,Latvia,False,Latvia,Fricis Kaņeps,83.0,False,False,False,,
1937-07-29,Latvia,Lithuania,4,2,True,False,FIFA World Cup qualification,Riga,Latvia,False,Lithuania,Jonas Paulionis,90.0,False,False,False,,
1937-08-19,Finland,Estonia,0,1,False,False,FIFA World Cup qualification,Turku,Finland,False,Estonia,Richard Kuremaa,56.0,False,False,False,,
1937-08-29,Germany,Estonia,4,1,True,False,FIFA World Cup qualification,Königsberg,Germany,False,Estonia,Georg Siimenson,34.0,False,False,False,,
1937-08-29,Germany,Estonia,4,1,True,False,FIFA World Cup qualification,Königsberg,Germany,False,Germany,Ernst Lehner,50.0,False,False,False,,
1937-08-29,Germany,Estonia,4,1,True,False,FIFA World Cup qualification,Königsberg,Germany,False,Germany,Josef Gauchel,53.0,False,False,False,,
1937-08-29,Germany,Estonia,4,1,True,False,FIFA World Cup qualification,Königsberg,Germany,False,Germany,Ernst Lehner,65.0,False,False,False,,
1937-08-29,Germany,Estonia,4,1,True,False,FIFA World Cup qualification,Königsberg,Germany,False,Germany,Josef Gauchel,86.0,False,False,False,,
1937-09-03,Lithuania,Latvia,1,5,False,False,FIFA World Cup qualification,Kaunas,Lithuania,False,Latvia,Fricis Kaņeps,4.0,False,False,False,,
1937-09-03,Lithuania,Latvia,1,5,False,False,FIFA World Cup qualification,Kaunas,Lithuania,False,Latvia,Vaclavs Borduško,11.0,False,False,False,,
1937-09-03,Lithuania,Latvia,1,5,False,False,FIFA World Cup qualification,Kaunas,Lithuania,False,Latvia,Vaclavs Borduško,30.0,False,False,False,,
1937-09-03,Lithuania,Latvia,1,5,False,False,FIFA World Cup qualification,Kaunas,Lithuania,False,Latvia,Fricis Kaņeps,45.0,False,True,False,,
1937-09-03,Lithuania,Latvia,1,5,False,False,FIFA World Cup qualification,Kaunas,Lithuania,False,Latvia,Iļja Vestermans,67.0,False,False,False,,
1937-09-03,Lithuania,Latvia,1,5,False,False,FIFA World Cup qualification,Kaunas,Lithuania,False,Lithuania,Jonas Paulionis,72.0,False,False,False,,
1937-10-05,Austria,Latvia,2,1,True,False,FIFA World Cup qualification,Vienna,Austria,False,Latvia,Iļja Vestermans,6.0,False,False,False,,
1937-10-05,Austria,Latvia,2,1,True,False,FIFA World Cup qualification,Vienna,Austria,False,Austria,Camillo Jerusalem,15.0,False,False,False,,
1937-10-05,Austria,Latvia,2,1,True,False,FIFA World Cup qualification,Vienna,Austria,False,Austria,Franz Binder,33.0,False,False,False,,
1937-10-10,Norway,Republic of Ireland,3,2,True,False,FIFA World Cup qualification,Oslo,Norway,False,Norway,Reidar Kvammen,30.0,False,False,False,,
1937-10-10,Norway,Republic of Ireland,3,2,True,False,FIFA World Cup qualification,Oslo,Norway,False,Republic of Ireland,Matty Geoghegan,37.0,False,False,False,,
1937-10-10,Norway,Republic of Ireland,3,2,True,False,FIFA World Cup qualification,Oslo,Norway,False,Republic of Ireland,Jimmy Dunne,49.0,False,False,False,,
